SKU,Name,Description,Available_On,Discontinue_On,master_price,shipping_category,meta_title,meta_description,old_product_id,old_product_url,products_stores,product_properties,taxons,images,variants,variant_sku,variant_price,variant_weight
NF-1419/NATS,"Butter Rum Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Butter Rum Snow Cone Syrup,"Enjoy this amazing all natural Butter Rum Snow Cone Syrup made from the finest natural ingredients. Kosher, Vegan, and Gluten Free.",102988,http://www.naturesflavors.com/natural-snow-cone-syrup/102988-butter-rum-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/butter-rum-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-1419/NATS-1gal|NF-1419/NATS-4gal|NF-1419/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-1418/NATS,"Butterscotch Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Butterscotch Snow Cone Syrup,Our Butterscotch Snow Cone Syrup is made from the finest natural ingredients. Enjoy this delicious syrup the way mother nature intended.,102992,http://www.naturesflavors.com/natural-snow-cone-syrup/102992-butterscotch-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/butterscotch-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-1418/NATS-1gal|NF-1418/NATS-4gal|NF-1418/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4714/NATS,"Cantaloupe Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Cantaloupe Snow Cone Syrup,"Cantaloupe Snow Cone Syrup (Vegan, Gluten Free). Using the finest natural ingredients. Flavor the way nature intended!",102996,http://www.naturesflavors.com/natural-snow-cone-syrup/102996-cantaloupe-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cantaloupe-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4714/NATS-1gal|NF-4714/NATS-4gal|NF-4714/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-3637/NATS,"Caramel Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Caramel Snow Cone Syrup,Our Caramel Snow Cone Syrup is made with the finest natural ingredients. Enjoy this delicious taste of summer the way nature intended.,103000,http://www.naturesflavors.com/natural-snow-cone-syrup/103000-caramel-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/caramel-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-3637/NATS-1gal|NF-3637/NATS-4gal|NF-3637/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-2224/NATS,"Cherry Berry Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Cherry Berry Snow Cone Syrup,Our Cherry Berry Syrup for Snow Cones uses the finest natural ingredients. Enjoy this tasty syrup today.,103004,http://www.naturesflavors.com/natural-snow-cone-syrup/103004-cherry-berry-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cherry-berry-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-2224/NATS-1gal|NF-2224/NATS-4gal|NF-2224/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4519/NATS,"Cherry Cola Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Cherry Cola Snow Cone Syrup,Our Cherry Cola Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103008,http://www.naturesflavors.com/natural-snow-cone-syrup/103008-cherry-cola-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cherry-cola-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4519/NATS-1gal|NF-4519/NATS-4gal|NF-4519/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-2973/NATS,"Cherry Snow Cone Syrup, Natural - Feingold Accepted",,01/06/2022,,30.76,Default,Natural Cherry Snow Cone Syrup | Feingold Accepted,Our Cherry Snow Cone Syrup (Feingold Accepted) uses only the finest natural ingredients. Enjoy this tasty syrup today.,103012,http://www.naturesflavors.com/natural-snow-cone-syrup/103012-cherry-snow-cone-syrup-natural-feingold-accepted.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cherry-snow-cone-syrup-natural-feingold-accepted.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-2973/NATS-1gal|NF-2973/NATS-4gal|NF-2973/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-2092/NATS,"Cherry Vanilla Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Cherry Vanilla Snow Cone Syrup,Our Cherry Vanilla Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103016,http://www.naturesflavors.com/natural-snow-cone-syrup/103016-cherry-vanilla-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cherry-vanilla-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-2092/NATS-1gal|NF-2092/NATS-4gal|NF-2092/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-7950/NATS,"Chocolate Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Chocolate Snow Cone Syrup,Our Chocolate Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103020,http://www.naturesflavors.com/natural-snow-cone-syrup/103020-chocolate-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/chocolate-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-7950/NATS-1gal|NF-7950/NATS-4gal|NF-7950/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4637/NATS,"Cinnamon Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Cinnamon Snow Cone Syrup,Our Cinnamon Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103024,http://www.naturesflavors.com/natural-snow-cone-syrup/103024-cinnamon-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cinnamon-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4637/NATS-1gal|NF-4637/NATS-4gal|NF-4637/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4638/NATS,"Coconut Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Coconut Snow Cone Syrup,"Natural Coconut Snow Cone Syrup (Kosher, Vegan, Gluten Free). Using only the finest natural ingredients. Buy online today.",103028,http://www.naturesflavors.com/natural-snow-cone-syrup/103028-coconut-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/coconut-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4638/NATS-1gal|NF-4638/NATS-4gal|NF-4638/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-8627/NATS,"Coconut Snow Cone Syrup, Natural (Sugar Free)",,01/06/2022,,30.76,Default,Natural Coconut Snow Cone Syrup (Sugar Free),Our Sugar Free Coconut Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103032,http://www.naturesflavors.com/natural-snow-cone-syrup/103032-coconut-snow-cone-syrup-natural-sugar-free.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/coconut-snow-cone-syrup-natural-sugar-free.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-8627/NATS-1gal|NF-8627/NATS-4gal|NF-8627/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4939/NATS,"Coffee Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Coffee Snow Cone Syrup,,103036,http://www.naturesflavors.com/natural-snow-cone-syrup/103036-coffee-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/coffee-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4939/NATS-1gal|NF-4939/NATS-4gal|NF-4939/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4443/NATS,"Cola Snow Cone Syrup, Natural - Feingold Accepted",,01/06/2022,,30.76,Default,Natural Cola Snow Cone Syrup | Feingold Accepted,Our Coffee Snow Cone Syrup is Feingold Accepted and uses only the finest natural ingredients. Enjoy this tasty syrup today.,103040,http://www.naturesflavors.com/natural-snow-cone-syrup/103040-cola-snow-cone-syrup-natural-feingold-accepted.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cola-snow-cone-syrup-natural-feingold-accepted.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4443/NATS-1gal|NF-4443/NATS-4gal|NF-4443/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4521/NATS,"Cotton Candy Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Cotton Candy Snow Cone Syrup,Our Cotton Candy Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103044,http://www.naturesflavors.com/natural-snow-cone-syrup/103044-cotton-candy-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cotton-candy-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4521/NATS-1gal|NF-4521/NATS-4gal|NF-4521/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-2105/NATS,"Cream Soda Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Cream Soda Snow Cone Syrup,"Cream Soda Snow Cone Syrup (Vegan, Gluten Free). Using the finest natural ingredients. Flavor the way nature intended!",103048,http://www.naturesflavors.com/natural-snow-cone-syrup/103048-cream-soda-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/cream-soda-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-2105/NATS-1gal|NF-2105/NATS-4gal|NF-2105/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4564/NATS,"Grape Snow Cone Syrup, Natural - Feingold Accepted",,01/06/2022,,30.76,Default,Natural Grape Snow Cone Syrup | Feingold Accepted,Our Grape Snow Cone Syrup is Feingold Accepted and uses only the finest natural ingredients. Enjoy this tasty syrup today.,103052,http://www.naturesflavors.com/natural-snow-cone-syrup/103052-grape-snow-cone-syrup-natural-feingold-accepted.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/grape-snow-cone-syrup-natural-feingold-accepted.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4564/NATS-1gal|NF-4564/NATS-4gal|NF-4564/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4618/NATS,"Green Apple Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Green Apple Snow Cone Syrup,Our Green Apple Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103056,http://www.naturesflavors.com/natural-snow-cone-syrup/103056-green-apple-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/green-apple-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4618/NATS-1gal|NF-4618/NATS-4gal|NF-4618/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-1424/NATS,"Kiwi Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Kiwi Snow Cone Syrup,"Kiwi Snow Cone Syrup (Vegan, Gluten Free). Using the finest natural ingredients. Flavor the way nature intended!",103060,http://www.naturesflavors.com/natural-snow-cone-syrup/103060-kiwi-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/kiwi-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-1424/NATS-1gal|NF-1424/NATS-4gal|NF-1424/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-1425/NATS,"Lemon Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Lemon Snow Cone Syrup,Our Lemon Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103064,http://www.naturesflavors.com/natural-snow-cone-syrup/103064-lemon-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/lemon-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-1425/NATS-1gal|NF-1425/NATS-4gal|NF-1425/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4553/NATS,"Lemon Lime Snow Cone Syrup, Natural - Feingold Accepted",,01/06/2022,,30.76,Default,Natural Lemon Lime Snow Cone Syrup | Feingold Accepted,"Lemon Lime Snow Cone Syrup is Feingold Accepted and (Vegan, Gluten Free). Using the finest natural ingredients. Flavor the way nature intended!",103068,http://www.naturesflavors.com/natural-snow-cone-syrup/103068-lemon-lime-snow-cone-syrup-natural-feingold-accepted.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/lemon-lime-snow-cone-syrup-natural-feingold-accepted.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4553/NATS-1gal|NF-4553/NATS-4gal|NF-4553/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-7952/NATS,"Lemon Meringue Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Lemon Meringue Snow Cone Syrup,Our 	Lemon Meringue Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103072,http://www.naturesflavors.com/natural-snow-cone-syrup/103072-lemon-meringue-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/lemon-meringue-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-7952/NATS-1gal|NF-7952/NATS-4gal|NF-7952/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4341/NATS,"Lemonade Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Lemonade Snow Cone Syrup,Our Lemonade Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103076,http://www.naturesflavors.com/natural-snow-cone-syrup/103076-lemonade-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/lemonade-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4341/NATS-1gal|NF-4341/NATS-4gal|NF-4341/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-7953/NATS,"Licorice Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Licorice Snow Cone Syrup,"Licorice Snow Cone Syrup (Vegan, Gluten Free). Using the finest natural ingredients. Flavor the way nature intended!",103080,http://www.naturesflavors.com/natural-snow-cone-syrup/103080-licorice-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/licorice-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-7953/NATS-1gal|NF-7953/NATS-4gal|NF-7953/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-1426/NATS,"Lime Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Lime Snow Cone Syrup,Our Lime Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103084,http://www.naturesflavors.com/natural-snow-cone-syrup/103084-lime-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/lime-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-1426/NATS-1gal|NF-1426/NATS-4gal|NF-1426/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-7954/NATS,"Mai-Tai Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Mai-Tai Snow Cone Syrup,Our	Mai-Tai Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103088,http://www.naturesflavors.com/natural-snow-cone-syrup/103088-mai-tai-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/mai-tai-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-7954/NATS-1gal|NF-7954/NATS-4gal|NF-7954/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-5464/NATS,"Mandarin Orange Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Mandarin Orange Snow Cone Syrup,"Mandarin Orange Snow Cone Syrup (Vegan, Gluten Free). Using the finest natural ingredients. Flavor the way nature intended!",103092,http://www.naturesflavors.com/natural-snow-cone-syrup/103092-mandarin-orange-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/mandarin-orange-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-5464/NATS-1gal|NF-5464/NATS-4gal|NF-5464/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4699/NATS,"Mango Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Mango Snow Cone Syrup,Our Mango Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103096,http://www.naturesflavors.com/natural-snow-cone-syrup/103096-mango-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/mango-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4699/NATS-1gal|NF-4699/NATS-4gal|NF-4699/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4315/NATS,"Maraschino Cherry Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Maraschino Cherry Snow Cone Syrup,"Maraschino Cherry Snow Cone Syrup (Vegan, Gluten Free). Using the finest natural ingredients. Flavor the way nature intended!",103100,http://www.naturesflavors.com/natural-snow-cone-syrup/103100-maraschino-cherry-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/maraschino-cherry-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4315/NATS-1gal|NF-4315/NATS-4gal|NF-4315/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-8164/NATS,"Mulling Spice Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Mulling Spice Snow Cone Syrup,Our Mulling Spice Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103104,http://www.naturesflavors.com/natural-snow-cone-syrup/103104-mulling-spice-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/mulling-spice-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-8164/NATS-1gal|NF-8164/NATS-4gal|NF-8164/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
NF-4567/NATS,"Orange Snow Cone Syrup, Natural",,01/06/2022,,30.76,Default,Natural Orange Snow Cone Syrup,Our Orange Snow Cone Syrup uses only the finest natural ingredients. Enjoy this tasty syrup today.,103108,http://www.naturesflavors.com/natural-snow-cone-syrup/103108-orange-snow-cone-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Natural Snow Cone Syrup:114|PRODUCTS:-1>Syrups:5>Snow Cone Syrup:268>Organic Snow Cone Syrup:37|PRODUCTS:-1>Syrups:5>Flavored Syrups:267|PRODUCTS:-1>Syrups:5,migration/images/products/orange-snow-cone-syrup-natural.jpg,"Choose your option:1 gal.,4 gal.,32 oz.",NF-4567/NATS-1gal|NF-4567/NATS-4gal|NF-4567/NATS-32oz,30.76|119.03|14.67,15.00|50.00|7.00
